ingr,Potassium,Copper,Dietary Fiber,Selenium,Phosphorus,Choline,Vitamin D,Folate,Cholesterol,Sodium,Niacin,Total Carbohydrate,Thiamin,Zinc,Total Fat,Vitamin B12,Protein,Vitamin E,Vitamin B6,Vitamin A,Iron,Calcium,Saturated fat,Riboflavin,Vitamin C,Magnesium,Vitamin K
chocolate,0.050851063829787234,0.39888888888888885,0.1392857142857143,0.15454545454545454,0.204,0.053636363636363635,0.0,0.2725,0.023333333333333334,0.16869565217391305,0.14375,0.18545454545454546,0.245,0.08,0.291025641025641,0.016666666666666666,0.1084,0.11866666666666667,0.027058823529411764,0.0033333333333333335,0.17,0.03,0.48949999999999994,0.1846153846153846,0.0,0.11904761904761904,0.06166666666666667
cilantro,0.11085106382978724,0.25,0.09999999999999999,0.016363636363636365,0.0384,0.023272727272727275,0.0,0.155,0.0,0.02,0.069375,0.013345454545454546,0.05583333333333334,0.045454545454545456,0.006666666666666667,0.0,0.0426,0.16666666666666666,0.08764705882352941,0.37444444444444447,0.09833333333333333,0.05153846153846154,0.0006999999999999999,0.12461538461538461,0.3,0.06190476190476191,2.5833333333333335
cinco de mayo,0.03340425531914894,0.05222222222222222,0.03928571428571429,0.0018181818181818182,0.0152,0.008545454545454545,0.0,0.03,0.0,0.19260869565217392,0.025437500000000002,0.013454545454545455,0.02333333333333333,0.011818181818181818,0.001794871794871795,0.0,0.014199999999999999,0.021333333333333333,0.05352941176470588,0.027777777777777776,0.012777777777777779,0.008461538461538461,0.00115,0.015384615384615384,0.12000000000000001,0.02142857142857143,0.0575
cinnamon,0.01574468085106383,0.07111111111111111,0.125,0.22363636363636366,0.0456,0.00490909090909091,0.0,0.2025,0.0,0.16869565217391305,0.17625,0.16145454545454546,0.26416666666666666,0.04454545454545455,0.06782051282051282,0.020833333333333336,0.141,0.03333333333333333,0.015882352941176472,0.0,0.1411111111111111,0.054615384615384614,0.0,0.0923076923076923,0.0,0.02619047619047619,0.07916666666666666
citrus,0.02574468085106383,0.024444444444444446,0.0071428571428571435,0.0018181818181818182,0.0104,0.009272727272727273,0.0,0.0325,0.0,0.003043478260869565,0.0105,0.025018181818181818,0.030833333333333338,0.005454545454545454,0.0039743589743589745,0.0,0.0092,0.010666666666666666,0.006470588235294119,0.0044444444444444444,0.003888888888888889,0.008461538461538461,0.0018500000000000003,0.011538461538461537,0.28555555555555556,0.01904761904761905,0.0
clam,0.033829787234042556,0.07555555555555556,0.04285714285714286,0.3018181818181818,0.0808,0.06381818181818182,0.005,0.0475,0.05333333333333334,0.14173913043478262,0.066875,0.035745454545454546,0.08083333333333333,0.04454545454545455,0.06051282051282051,1.8416666666666668,0.1746,0.04933333333333333,0.06058823529411765,0.07666666666666666,0.0661111111111111,0.03307692307692308,0.054000000000000006,0.055384615384615386,0.16333333333333333,0.04285714285714286,0.08
coconut,0.004042553191489362,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.00826086956521739,0.0,0.010618181818181818,0.0,0.0,0.02666666666666667,0.2625,0.0042,0.0,0.0,0.07,0.016666666666666666,0.14461538461538462,0.10400000000000001,0.0,0.0,0.0,0.0
cod,0.002340425531914894,0.014444444444444446,0.0,0.0036363636363636364,0.0016,0.0014545454545454547,0.0,0.0,0.0,0.0008695652173913044,0.002125,0.03709090909090909,0.0008333333333333334,0.002727272727272727,0.0010256410256410256,0.0,0.0,0.011333333333333334,0.0,0.0,0.0044444444444444444,0.0015384615384615385,0.00034999999999999994,0.0007692307692307692,0.35333333333333333,0.002380952380952381,0.006666666666666667
coffee,0.008297872340425531,0.007777777777777777,0.0,0.0036363636363636364,0.0056,0.00509090909090909,0.005,0.005,0.023333333333333334,0.0013043478260869566,0.0084375,0.007381818181818181,0.01,0.0036363636363636364,0.0308974358974359,0.004166666666666667,0.0054,0.004666666666666667,0.0017647058823529412,0.03,0.0011111111111111111,0.004615384615384616,0.0765,0.04923076923076923,0.0,0.004761904761904762,0.0025
cognac,0.000425531914893617,0.023333333333333334,0.0,0.0,0.0032,0.0,0.0,0.0,0.0,0.0004347826086956522,0.0008125000000000001,0.0,0.005,0.0036363636363636364,0.0,0.0,0.0,0.0,0.0005882352941176471,0.0,0.0022222222222222222,0.0,0.0,0.003076923076923077,0.0,0.0,0.0
collard greens,0.045319148936170214,0.05111111111111111,0.14285714285714285,0.023636363636363636,0.02,0.04218181818181818,0.0,0.3225,0.0,0.007391304347826087,0.046375,0.01970909090909091,0.045000000000000005,0.01909090909090909,0.00782051282051282,0.0,0.0604,0.15066666666666664,0.09705882352941177,0.2788888888888889,0.02611111111111111,0.17846153846153845,0.00275,0.1,0.3922222222222222,0.06428571428571428,3.6416666666666666
cookies,0.017659574468085106,0.09555555555555555,0.049999999999999996,0.39818181818181814,0.1648,0.05745454545454546,0.01,0.2625,0.14,0.11434782608695652,0.165625,0.24145454545454548,0.26166666666666666,0.045454545454545456,0.10371794871794872,0.0375,0.1476,0.06333333333333332,0.022941176470588236,0.02,0.1488888888888889,0.08538461538461538,0.065,0.2369230769230769,0.0044444444444444444,0.03333333333333333,0.06333333333333332
coriander,0.11085106382978724,0.25,0.09999999999999999,0.016363636363636365,0.0384,0.023272727272727275,0.0,0.155,0.0,0.02,0.069375,0.013345454545454546,0.05583333333333334,0.045454545454545456,0.006666666666666667,0.0,0.0426,0.16666666666666666,0.08764705882352941,0.37444444444444447,0.09833333333333333,0.05153846153846154,0.0006999999999999999,0.12461538461538461,0.3,0.06190476190476191,2.5833333333333335
corn,0.003404255319148936,0.01888888888888889,0.017857142857142856,0.021818181818181816,0.0088,0.0018181818181818182,0.0,0.07,0.0,0.058695652173913045,0.0330625,0.03418181818181818,0.04333333333333334,0.00818181818181818,0.002692307692307692,0.0,0.0168,0.0006666666666666666,0.011176470588235295,0.0011111111111111111,0.02722222222222222,0.002307692307692308,0.0013000000000000002,0.031538461538461536,0.0,0.011904761904761904,0.0
cornmeal,0.01574468085106383,0.013333333333333332,0.0071428571428571435,0.021818181818181816,0.0408,0.013818181818181818,0.025,0.0075,0.016666666666666666,0.00782608695652174,0.01375,0.059272727272727276,0.03833333333333334,0.021818181818181816,0.019743589743589744,0.09166666666666667,0.034,0.002,0.022941176470588236,0.015555555555555555,0.009444444444444445,0.045384615384615384,0.04095,0.05769230769230769,0.0,0.02142857142857143,0.0008333333333333334
cottage cheese,0.02468085106382979,0.04,0.0071428571428571435,0.22727272727272727,0.1016,0.02618181818181818,0.0,0.0225,0.03333333333333333,0.11869565217391305,0.0081875,0.017963636363636366,0.015833333333333335,0.04818181818181819,0.025128205128205128,0.15,0.1882,0.008666666666666666,0.03294117647058823,0.06777777777777778,0.008333333333333333,0.06769230769230769,0.053500000000000006,0.15461538461538463,0.003333333333333333,0.02142857142857143,0.0033333333333333335
couscous,0.012340425531914894,0.04555555555555555,0.049999999999999996,0.49818181818181817,0.0176,0.005999999999999999,0.0,0.0375,0.0,0.08217391304347826,0.061125,0.084,0.052500000000000005,0.023636363636363636,0.0020512820512820513,0.0,0.0754,0.008666666666666666,0.03,0.0,0.021111111111111112,0.006153846153846154,0.00145,0.020769230769230772,0.0,0.01904761904761905,0.0008333333333333334
crab,0.02446808510638298,0.03222222222222222,0.02142857142857143,0.20909090909090908,0.1192,0.028,0.0,0.0275,0.06333333333333334,0.22869565217391305,0.024,0.0312,0.01916666666666667,0.02090909090909091,0.20897435897435898,0.125,0.0824,0.05733333333333333,0.05,0.01,0.01611111111111111,0.013846153846153847,0.131,0.04384615384615385,0.034444444444444444,0.05714285714285714,0.3491666666666667
cranberry,0.010425531914893617,0.06999999999999999,0.18928571428571428,0.010909090909090908,0.0064,0.015090909090909092,0.0,0.0,0.0,0.002173913043478261,0.034249999999999996,0.3010909090909091,0.010833333333333335,0.009090909090909092,0.013974358974358975,0.0,0.0034000000000000002,0.14,0.02235294117647059,0.0022222222222222222,0.021666666666666667,0.006923076923076923,0.0044,0.021538461538461534,0.0022222222222222222,0.009523809523809525,0.06333333333333332
cranberry sauce,0.005957446808510639,0.02888888888888889,0.03928571428571429,0.007272727272727273,0.0032,0.006909090909090909,0.0,0.0025,0.0,0.002173913043478261,0.00625,0.1469090909090909,0.0125,0.002727272727272727,0.001923076923076923,0.0,0.018000000000000002,0.062000000000000006,0.008235294117647058,0.0022222222222222222,0.022777777777777775,0.002307692307692308,0.00034999999999999994,0.016153846153846154,0.011111111111111112,0.004761904761904762,0.011666666666666665
cream cheese,0.0525531914893617,0.035555555555555556,0.0,0.07272727272727272,0.1216,0.022,0.015,0.0475,0.18,0.15608695652173912,0.0078125,0.029563636363636365,0.03333333333333333,0.05181818181818181,0.19615384615384615,0.38333333333333336,0.157,0.018000000000000002,0.026470588235294117,0.17888888888888888,0.009444444444444445,0.11384615384615385,0.45499999999999996,0.1423076923076923,0.0,0.01904761904761905,0.009166666666666667
créme de cacao,0.03340425531914894,0.05222222222222222,0.03928571428571429,0.0018181818181818182,0.0152,0.008545454545454545,0.0,0.03,0.0,0.19260869565217392,0.025437500000000002,0.013454545454545455,0.02333333333333333,0.011818181818181818,0.001794871794871795,0.0,0.014199999999999999,0.021333333333333333,0.05352941176470588,0.027777777777777776,0.012777777777777779,0.008461538461538461,0.00115,0.015384615384615384,0.12000000000000001,0.02142857142857143,0.0575
cucumber,0.02617021276595745,0.034444444444444444,0.017857142857142856,0.005454545454545454,0.016,0.007818181818181818,0.0,0.015,0.0,0.10260869565217391,0.0045000000000000005,0.02618181818181818,0.0175,0.013636363636363636,0.0011538461538461537,0.0,0.0104,0.0013333333333333333,0.021764705882352946,0.0033333333333333335,0.013333333333333332,0.010769230769230769,0.00135,0.01846153846153846,0.027777777777777776,0.023809523809523808,0.08333333333333333
currant,0.16531914893617022,0.3311111111111111,0.15714285714285717,0.012727272727272726,0.0792,0.01927272727272727,0.0,0.025,0.0,0.018695652173913044,0.10125,0.28,0.13333333333333333,0.03363636363636364,0.0028205128205128207,0.0,0.06860000000000001,0.007333333333333333,0.17411764705882357,0.0044444444444444444,0.10444444444444444,0.06769230769230769,0.00425,0.10923076923076921,0.052222222222222225,0.08571428571428572,0.0275
curry,0.06127659574468085,0.10555555555555556,0.049999999999999996,0.13272727272727272,0.0608,0.053636363636363635,0.0,0.0375,0.06666666666666667,0.15608695652173912,0.09,0.02349090909090909,0.04083333333333334,0.16727272727272727,0.08371794871794871,0.22500000000000003,0.1512,0.07133333333333333,0.11823529411764706,0.051111111111111114,0.065,0.015384615384615385,0.09,0.06999999999999999,0.09555555555555555,0.04047619047619048,0.08083333333333333
custard,0.03404255319148936,0.015555555555555553,0.0,0.1290909090909091,0.0992,0.0969090909090909,0.065,0.0175,0.24333333333333335,0.03739130434782609,0.0066875,0.04,0.035833333333333335,0.05454545454545454,0.043974358974358974,0.1625,0.10220000000000001,0.014,0.04,0.08777777777777777,0.017222222222222222,0.09153846153846154,0.078,0.1515384615384615,0.0,0.030952380952380953,0.0016666666666666668
dill,0.023829787234042554,0.02888888888888889,0.03571428571428571,0.0,0.0128,0.0061818181818181816,0.0,0.02,0.0,0.35130434782608694,0.0068125,0.007236363636363636,0.03916666666666667,0.01,0.0055128205128205125,0.0,0.0096,0.008,0.02,0.0044444444444444444,0.012777777777777779,0.04153846153846154,0.00395,0.04384615384615385,0.023333333333333334,0.016666666666666666,0.14
dried fruit,0.11297872340425531,0.2433333333333333,0.17142857142857143,0.016363636363636365,0.0512,0.021454545454545455,0.0,0.025,0.0,0.01391304347826087,0.063125,0.2858181818181818,0.05416666666666667,0.025454545454545455,0.007948717948717949,0.0,0.045599999999999995,0.10133333333333333,0.08588235294117647,0.027777777777777776,0.07222222222222223,0.03,0.005200000000000001,0.06692307692307692,0.06111111111111111,0.05714285714285714,0.0475
duck,0.01851063829787234,0.04111111111111112,0.02142857142857143,0.023636363636363636,0.0072,0.0030909090909090908,0.0,0.005,0.0,0.3095652173913043,0.0149375,0.22072727272727274,0.01916666666666667,0.01909090909090909,0.0016666666666666668,0.0,0.0072,0.013333333333333334,0.018823529411764708,0.008888888888888889,0.021666666666666667,0.008461538461538461,0.0025499999999999997,0.010769230769230767,0.01,0.011904761904761904,0.0025
egg,0.06957446808510638,0.07444444444444445,0.02142857142857143,0.5545454545454546,0.1512,0.2872727272727273,0.06,0.1025,0.8533333333333334,0.21391304347826087,0.201875,0.031381818181818184,0.21333333333333335,0.11,0.27692307692307694,0.20416666666666666,0.276,0.08466666666666667,0.09117647058823529,0.23777777777777778,0.08722222222222223,0.04692307692307692,0.5599999999999999,0.20153846153846153,0.015555555555555555,0.03571428571428571,0.029166666666666667
egg nog,0.06957446808510638,0.07444444444444445,0.02142857142857143,0.5545454545454546,0.1512,0.2872727272727273,0.06,0.1025,0.8533333333333334,0.21391304347826087,0.201875,0.031381818181818184,0.21333333333333335,0.11,0.27692307692307694,0.20416666666666666,0.276,0.08466666666666667,0.09117647058823529,0.23777777777777778,0.08722222222222223,0.04692307692307692,0.5599999999999999,0.20153846153846153,0.015555555555555555,0.03571428571428571,0.029166666666666667
eggplant,0.05638297872340425,0.43,0.14285714285714285,0.13272727272727272,0.1336,0.02,0.0,0.0925,0.0,0.09521739130434782,0.096875,0.03501818181818182,0.22916666666666669,0.09727272727272727,0.1692307692307692,0.0,0.085,0.04133333333333333,0.06235294117647059,0.0077777777777777776,0.11555555555555556,0.07461538461538461,0.093,0.09461538461538462,0.08222222222222222,0.07142857142857142,0.20666666666666667
endive,0.05063829787234043,0.09333333333333334,0.09642857142857143,0.0036363636363636364,0.0176,0.027454545454545454,0.0,0.19,0.006666666666666667,0.06086956521739131,0.018875,0.010836363636363637,0.0475,0.06090909090909091,0.034743589743589744,0.0,0.022400000000000003,0.04533333333333334,0.018823529411764708,0.11333333333333333,0.03888888888888889,0.03461538461538462,0.0381,0.04615384615384615,0.035555555555555556,0.030952380952380953,1.7333333333333334
escarole,0.05063829787234043,0.09333333333333334,0.09642857142857143,0.0036363636363636364,0.0176,0.027454545454545454,0.0,0.19,0.006666666666666667,0.06086956521739131,0.018875,0.010836363636363637,0.0475,0.06090909090909091,0.034743589743589744,0.0,0.022400000000000003,0.04533333333333334,0.018823529411764708,0.11333333333333333,0.03888888888888889,0.03461538461538462,0.0381,0.04615384615384615,0.035555555555555556,0.030952380952380953,1.7333333333333334
fennel,0.10042553191489362,0.08333333333333333,0.125,0.014545454545454545,0.0456,0.02781818181818182,0.0,0.065,0.006666666666666667,0.08826086956521739,0.0433125,0.030254545454545454,0.008333333333333333,0.02090909090909091,0.04115384615384615,0.0,0.028399999999999998,0.06733333333333333,0.039411764705882354,0.07222222222222222,0.04666666666666666,0.043076923076923075,0.047549999999999995,0.026923076923076925,0.1288888888888889,0.04523809523809524,0.6191666666666666
feta,0.013191489361702127,0.035555555555555556,0.0,0.2727272727272727,0.2696,0.028,0.02,0.08,0.2966666666666667,0.4956521739130435,0.0619375,0.014109090909090908,0.12833333333333333,0.2618181818181818,0.27564102564102566,0.7041666666666667,0.284,0.012,0.24941176470588236,0.1388888888888889,0.036111111111111115,0.3792307692307692,0.665,0.6492307692307693,0.0,0.04523809523809524,0.015000000000000001
fish,0.09191489361702128,0.03888888888888889,0.03928571428571429,0.42363636363636364,0.1464,0.12454545454545454,0.04,0.0425,0.19666666666666666,0.12260869565217392,0.128125,0.037454545454545456,0.09083333333333334,0.05181818181818181,0.16794871794871793,0.27083333333333337,0.278,0.08066666666666666,0.11823529411764706,0.05,0.03888888888888889,0.025384615384615384,0.2015,0.10153846153846154,0.005555555555555556,0.07142857142857142,0.0525
flat bread,0.02553191489361702,0.18666666666666668,0.07857142857142858,0.49272727272727274,0.0776,0.026545454545454546,0.0,0.4125,0.0,0.23304347826086957,0.289375,0.20254545454545456,0.49916666666666665,0.07636363636363636,0.015384615384615384,0.0,0.182,0.02,0.02,0.0,0.14555555555555555,0.06615384615384616,0.0083,0.25153846153846154,0.0,0.06190476190476191,0.0016666666666666668
fortified wine,0.031914893617021274,0.0011111111111111111,0.0,0.034545454545454546,0.0808,0.032363636363636365,0.05500000000000001,0.0,0.04,0.01652173913043478,0.0065625,0.01698181818181818,0.04666666666666666,0.03727272727272727,0.041025641025641026,0.22500000000000003,0.06559999999999999,0.0033333333333333335,0.03588235294117647,0.035555555555555556,0.0,0.09461538461538462,0.093,0.10615384615384615,0.0,0.02857142857142857,0.0025
fritter,0.036382978723404256,0.09999999999999999,0.07857142857142858,0.35818181818181816,0.1248,0.10509090909090908,0.03,0.2475,0.21,0.2182608695652174,0.17125,0.14836363636363636,0.23249999999999998,0.06909090909090909,0.28846153846153844,0.07916666666666668,0.165,0.09866666666666667,0.04176470588235294,0.05,0.14055555555555554,0.10153846153846154,0.28900000000000003,0.25307692307692303,0.0077777777777777776,0.05,0.09166666666666666
fruit juice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005652173913043478,0.0,0.00909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gin,0.000425531914893617,0.023333333333333334,0.0,0.0,0.0032,0.0,0.0,0.0,0.0,0.0004347826086956522,0.0008125000000000001,0.0,0.005,0.0036363636363636364,0.0,0.0,0.0,0.0,0.0005882352941176471,0.0,0.0022222222222222222,0.0,0.0,0.003076923076923077,0.0,0.0,0.0
ginger,0.007659574468085106,0.02,0.09285714285714286,0.007272727272727273,0.0016,0.019090909090909092,0.0,0.0025,0.0,0.3939130434782609,0.0013750000000000001,0.017563636363636365,0.016666666666666666,0.0036363636363636364,0.001282051282051282,0.0,0.0066,0.012,0.021764705882352946,0.0,0.015555555555555557,0.05692307692307692,0.0018500000000000003,0.011538461538461537,0.0,0.009523809523809525,0.018333333333333333
goat cheese,0.03361702127659574,0.6266666666666666,0.0,0.06909090909090909,0.3,0.028,0.025,0.005,0.2633333333333333,0.18043478260869567,0.071875,0.00043636363636363637,0.06000000000000001,0.060000000000000005,0.3820512820512821,0.09166666666666667,0.43200000000000005,0.017333333333333333,0.03529411764705882,0.45222222222222225,0.09000000000000001,0.22923076923076924,1.03,0.5199999999999999,0.0,0.06904761904761905,0.020833333333333332
goose,0.041914893617021276,0.06444444444444444,0.0,0.6254545454545454,0.1552,0.35818181818181816,0.08,0.1325,2.66,0.11217391304347826,0.01,0.004618181818181818,0.09166666666666667,0.11272727272727273,0.23205128205128206,1.5875000000000001,0.258,0.12466666666666668,0.14470588235294118,0.22,0.18888888888888888,0.04384615384615385,0.2485,0.26076923076923075,0.0,0.03571428571428571,0.04666666666666666
gouda,0.02574468085106383,0.04,0.0,0.2636363636363636,0.4368,0.028,0.025,0.0525,0.38,0.3560869565217391,0.0039375,0.008072727272727273,0.025,0.35454545454545455,0.35128205128205126,0.6416666666666667,0.498,0.016,0.047058823529411764,0.18333333333333332,0.013333333333333332,0.5384615384615384,0.8800000000000001,0.25692307692307687,0.0,0.06904761904761905,0.019166666666666665
granola,0.06936170212765957,0.39999999999999997,0.11071428571428572,0.2909090909090909,0.2216,0.05018181818181818,0.0,0.2025,0.0,0.1091304347826087,0.109375,0.24254545454545456,0.23333333333333336,0.14545454545454548,0.22564102564102567,0.0,0.196,0.05466666666666666,0.20588235294117646,0.008888888888888889,0.17666666666666667,0.046153846153846156,0.635,0.0846153846153846,0.011111111111111112,0.24047619047619048,0.1325
grape,0.040638297872340426,0.1411111111111111,0.03214285714285715,0.0018181818181818182,0.016,0.01018181818181818,0.0,0.005,0.0,0.0008695652173913044,0.01175,0.06581818181818182,0.05750000000000001,0.006363636363636364,0.0020512820512820513,0.0,0.0144,0.012666666666666666,0.05058823529411764,0.0033333333333333335,0.02,0.007692307692307693,0.0027,0.05384615384615385,0.035555555555555556,0.016666666666666666,0.12166666666666666
grapefruit,0.02872340425531915,0.035555555555555556,0.05714285714285715,0.0018181818181818182,0.0144,0.014,0.0,0.0325,0.0,0.0,0.01275,0.03890909090909091,0.035833333333333335,0.006363636363636364,0.001794871794871795,0.0,0.0154,0.008666666666666666,0.031176470588235295,0.06444444444444444,0.0044444444444444444,0.016923076923076923,0.0010500000000000002,0.023846153846153847,0.3466666666666667,0.02142857142857143,0.0
green bean,0.033829787234042556,0.05111111111111111,0.0642857142857143,0.02909090909090909,0.0336,0.024181818181818183,0.01,0.0425,0.0033333333333333335,0.1391304347826087,0.0325625,0.024727272727272726,0.04166666666666667,0.02,0.027692307692307693,0.016666666666666666,0.037599999999999995,0.02666666666666667,0.04764705882352942,0.028888888888888888,0.035555555555555556,0.03076923076923077,0.02475,0.059230769230769226,0.06444444444444444,0.0380952380952381,0.25666666666666665
green onion,0.05872340425531915,0.09222222222222222,0.09285714285714286,0.010909090909090908,0.0296,0.010363636363636365,0.0,0.16,0.0,0.006956521739130435,0.0328125,0.02669090909090909,0.04583333333333334,0.035454545454545454,0.002435897435897436,0.0,0.0366,0.03666666666666667,0.03588235294117647,0.05555555555555555,0.08222222222222222,0.055384615384615386,0.0016,0.061538461538461535,0.2088888888888889,0.047619047619047616,1.725
ground beef,0.06425531914893617,0.08888888888888889,0.0,0.38727272727272727,0.1536,0.14581818181818182,0.0,0.025,0.29,0.17217391304347826,0.316875,0.0,0.03916666666666667,0.5636363636363636,0.2153846153846154,1.1250000000000002,0.51,0.008,0.21411764705882352,0.0033333333333333335,0.13722222222222225,0.018461538461538463,0.3225,0.1346153846153846,0.0,0.047619047619047616,0.014166666666666666
ground lamb,0.07148936170212766,0.1411111111111111,0.0,0.5,0.1592,0.16836363636363635,0.005,0.0475,0.32,0.17521739130434782,0.415,0.0,0.0825,0.4209090909090909,0.25,1.0791666666666666,0.49,0.009333333333333334,0.08176470588235295,0.0,0.09888888888888889,0.016923076923076923,0.4025,0.19076923076923077,0.0,0.05714285714285714,0.04416666666666667
guava,0.007021276595744681,0.02777777777777778,0.04285714285714286,0.0018181818181818182,0.0024,0.002,0.0,0.01,0.0,0.0026086956521739132,0.010625,0.048363636363636366,0.004166666666666667,0.0018181818181818182,0.0008974358974358975,0.0,0.006,0.004,0.005294117647058824,0.0022222222222222222,0.030000000000000002,0.006153846153846154,0.00115,0.003846153846153846,0.23666666666666666,0.004761904761904762,0.008333333333333333
halibut,0.0925531914893617,0.025555555555555554,0.0,0.8290909090909091,0.1888,0.11236363636363636,0.23500000000000001,0.03,0.16333333333333333,0.029565217391304348,0.406875,0.0,0.04166666666666667,0.03272727272727272,0.017051282051282052,0.45833333333333337,0.37200000000000005,0.04066666666666666,0.32235294117647056,0.022222222222222223,0.008888888888888889,0.005384615384615384,0.014599999999999998,0.023076923076923075,0.0,0.05476190476190476,0.0
ham,0.03702127659574468,0.035555555555555556,0.024999999999999998,0.3109090909090909,0.392,0.07418181818181818,0.015,0.1325,0.07333333333333333,0.4234782608695652,0.1925,0.14109090909090907,0.375,0.13272727272727272,0.20897435897435898,0.0125,0.23600000000000002,0.082,0.07058823529411765,0.03,0.1338888888888889,0.10923076923076923,0.505,0.2153846153846154,0.0011111111111111111,0.047619047619047616,0.0475
hazelnut,0.14468085106382977,1.911111111111111,0.3464285714285714,0.04363636363636363,0.232,0.08290909090909092,0.0,0.2825,0.0,0.0,0.1125,0.06072727272727273,0.5358333333333334,0.22272727272727275,0.7794871794871795,0.0,0.3,1.0,0.3311764705882353,0.0011111111111111111,0.2611111111111111,0.0876923076923077,0.223,0.08692307692307692,0.06999999999999999,0.3880952380952381,0.11833333333333333
honey,0.011063829787234043,0.04,0.0071428571428571435,0.014545454545454545,0.0032,0.004,0.0,0.005,0.0,0.0017391304347826088,0.0075625,0.29963636363636365,0.0,0.02,0.0,0.0,0.006,0.0,0.01411764705882353,0.0,0.02333333333333333,0.004615384615384616,0.0,0.02923076923076923,0.005555555555555556,0.004761904761904762,0.0
honeydew,0.04851063829787234,0.026666666666666665,0.028571428571428574,0.012727272727272726,0.0088,0.013818181818181818,0.0,0.0475,0.0,0.00782608695652174,0.026125,0.033054545454545455,0.03166666666666667,0.00818181818181818,0.001794871794871795,0.0,0.0108,0.0013333333333333333,0.05176470588235295,0.0033333333333333335,0.009444444444444445,0.004615384615384616,0.0019,0.00923076923076923,0.2,0.023809523809523808,0.024166666666666666
horseradish,0.0523404255319149,0.06444444444444444,0.11785714285714285,0.050909090909090904,0.0248,0.011818181818181818,0.0,0.1425,0.0,0.1826086956521739,0.024125,0.041090909090909095,0.006666666666666667,0.07545454545454545,0.008846153846153846,0.0,0.0236,0.0006666666666666666,0.04294117647058823,0.0,0.02333333333333333,0.043076923076923075,0.0045,0.01846153846153846,0.27666666666666667,0.06428571428571428,0.010833333333333334
hot pepper,0.02404255319148936,0.049999999999999996,0.09285714285714286,0.007272727272727273,0.0104,0.016181818181818183,0.0,0.0325,0.0,0.6217391304347826,0.021437499999999998,0.01658181818181818,0.030833333333333338,0.00818181818181818,0.005128205128205128,0.0,0.016,0.060000000000000005,0.061764705882352944,0.04777777777777778,0.017777777777777778,0.04692307692307692,0.0030499999999999998,0.01769230769230769,0.1366666666666667,0.014285714285714285,0.1825
hummus,0.05361702127659575,0.5611111111111111,0.21071428571428572,0.15818181818181817,0.1872,0.05181818181818182,0.0,0.28,0.0,0.20478260869565218,0.085625,0.07127272727272728,0.25083333333333335,0.15818181818181817,0.22692307692307692,0.0,0.162,0.07533333333333332,0.07352941176470588,0.0044444444444444444,0.18444444444444444,0.08538461538461538,0.12,0.09923076923076923,0.06999999999999999,0.10952380952380952,0.04916666666666667
ice cream,0.026808510638297874,0.031111111111111107,0.017857142857142856,0.06545454545454546,0.0992,0.07909090909090909,0.015,0.055,0.2,0.07565217391304348,0.01925,0.14509090909090908,0.05833333333333334,0.042727272727272725,0.1858974358974359,0.11250000000000002,0.06480000000000001,0.04933333333333333,0.027058823529411764,0.08333333333333333,0.03222222222222222,0.07307692307692308,0.24300000000000002,0.11923076923076922,0.003333333333333333,0.023809523809523808,0.030000000000000002
iced coffee,0.008085106382978723,0.0044444444444444444,0.0,0.0,0.0016,0.0036363636363636364,0.0,0.005,0.0,0.0008695652173913044,0.009125,0.0,0.009166666666666668,0.0018181818181818182,0.0002564102564102564,0.0,0.0018,0.0006666666666666666,0.0005882352941176471,0.0,0.0005555555555555556,0.0015384615384615385,0.0001,0.04461538461538461,0.0,0.007142857142857143,0.0008333333333333334
iced tea,0.002553191489361702,0.005555555555555556,0.0,0.0,0.0248,0.0,0.0,0.0,0.0,0.009130434782608696,0.0,0.022545454545454546,0.0,0.0009090909090909091,0.0028205128205128207,0.0,0.0,0.0,0.0,0.0,0.0,0.0007692307692307692,0.0,0.0,0.0,0.0,0.0
jam,0.016382978723404256,0.11111111111111112,0.03928571428571429,0.03636363636363636,0.0152,0.018545454545454546,0.0,0.0275,0.0,0.01391304347826087,0.0022500000000000003,0.25054545454545457,0.013333333333333334,0.005454545454545454,0.0008974358974358975,0.0,0.0074,0.008,0.011764705882352941,0.0,0.02722222222222222,0.015384615384615385,0.0005,0.05846153846153846,0.09777777777777778,0.009523809523809525,0.0
jerusalem artichoke,0.02553191489361702,0.04555555555555555,0.03214285714285715,0.08,0.0704,0.04381818181818182,0.005,0.045,0.13,0.26130434782608697,0.0128125,0.01989090909090909,0.02,0.04818181818181819,0.42435897435897435,0.08333333333333334,0.073,0.08466666666666667,0.028823529411764706,0.06888888888888889,0.013333333333333332,0.07769230769230769,0.4135,0.07692307692307693,0.022222222222222223,0.030952380952380953,0.4716666666666667
kale,0.07404255319148936,0.058888888888888886,0.1464285714285714,0.016363636363636365,0.044,0.0009090909090909091,0.0,0.155,0.0,0.023043478260869565,0.07375,0.016072727272727273,0.09416666666666668,0.035454545454545454,0.019102564102564102,0.0,0.0584,0.044000000000000004,0.08647058823529412,0.2677777777777778,0.08888888888888889,0.19538461538461538,0.008900000000000002,0.26692307692307693,1.037777777777778,0.07857142857142857,3.25
