ingr,Potassium,Copper,Dietary Fiber,Selenium,Phosphorus,Choline,Vitamin D,Folate,Cholesterol,Sodium,Niacin,Total Carbohydrate,Thiamin,Zinc,Total Fat,Vitamin B12,Protein,Vitamin E,Vitamin B6,Vitamin A,Iron,Calcium,Saturated fat,Riboflavin,Vitamin C,Magnesium,Vitamin K
chard,0.08404255319148936,0.2066666666666667,0.060714285714285714,0.016363636363636365,0.0384,0.034545454545454546,0.0,0.0275,0.006666666666666667,0.15347826086956523,0.02475,0.01418181818181818,0.03166666666666667,0.034545454545454546,0.03769230769230769,0.0,0.037599999999999995,0.152,0.06823529411764706,0.3488888888888889,0.10444444444444444,0.04153846153846154,0.040299999999999996,0.06846153846153846,0.24333333333333332,0.2,7.216666666666667
chartreuse,0.0,0.08888888888888889,0.0,0.007272727272727273,0.0,0.0,0.0,0.0,0.0,0.002173913043478261,0.0001875,0.15127272727272728,0.0,0.0036363636363636364,0.003846153846153846,0.0,0.0,0.0,0.0,0.0,0.003888888888888889,0.0,0.0006999999999999999,0.0,0.0,0.0,0.0
cheddar,0.016382978723404256,0.03666666666666667,0.0,0.5145454545454545,0.3664,0.03,0.03,0.0525,0.3333333333333333,0.2843478260869565,0.0032500000000000003,0.008872727272727272,0.024166666666666666,0.3336363636363636,0.4358974358974359,0.4416666666666667,0.466,0.05,0.040588235294117654,0.3511111111111111,0.008888888888888889,0.5438461538461539,0.96,0.3392307692307692,0.0,0.06428571428571428,0.02
cheese,0.0627659574468085,0.030000000000000002,0.0,0.29454545454545455,0.6144,0.06509090909090909,0.325,0.045,0.26,0.5565217391304348,0.010625,0.03218181818181818,0.03333333333333333,0.2009090909090909,0.29615384615384616,0.6333333333333334,0.322,0.056,0.07294117647058823,0.3,0.05277777777777778,1.0615384615384615,0.645,0.3269230769230769,0.0,0.08095238095238096,0.025833333333333333
cherry,0.04723404255319149,0.06666666666666667,0.075,0.0,0.0168,0.01109090909090909,0.0,0.01,0.0,0.0,0.009625,0.05818181818181818,0.022500000000000003,0.006363636363636364,0.002564102564102564,0.0,0.0212,0.004666666666666667,0.028823529411764706,0.0033333333333333335,0.02,0.01,0.0019,0.025384615384615384,0.07777777777777778,0.02619047619047619,0.0175
chestnut,0.12595744680851065,0.5633333333333334,0.18214285714285713,0.021818181818181816,0.0856,0.0027272727272727275,0.0,0.175,0.0,0.0008695652173913044,0.08375,0.19272727272727272,0.2025,0.05181818181818181,0.02820512820512821,0.0,0.0634,0.03333333333333333,0.29235294117647065,0.0011111111111111111,0.050555555555555555,0.022307692307692306,0.0207,0.1346153846153846,0.28888888888888886,0.07857142857142857,0.065
chicken,0.05914893617021277,0.07111111111111111,0.0,0.4345454545454545,0.1888,0.12018181818181817,0.0,0.02,0.37333333333333335,0.21695652173913044,0.473125,0.0,0.05833333333333334,0.14545454545454548,0.08115384615384616,0.15,0.534,0.02733333333333333,0.14470588235294118,0.008888888888888889,0.04055555555555555,0.011538461538461539,0.0785,0.13923076923076924,0.0,0.05476190476190476,0.0
chickpea,0.0574468085106383,0.36333333333333334,0.25357142857142856,0.061818181818181814,0.1248,0.07236363636363635,0.0,0.38,0.0,0.09652173913043478,0.028999999999999998,0.09272727272727273,0.08499999999999999,0.1290909090909091,0.11423076923076923,0.0,0.1646,0.07266666666666667,0.07235294117647059,0.0011111111111111111,0.15000000000000002,0.03538461538461538,0.056999999999999995,0.04307692307692307,0.012222222222222223,0.10714285714285714,0.095
chile pepper,0.04170212765957447,0.09333333333333334,0.03928571428571429,0.23636363636363636,0.152,0.12563636363636363,0.034999999999999996,0.0625,0.38666666666666666,0.13130434782608696,0.03975,0.02309090909090909,0.04916666666666667,0.11636363636363636,0.21666666666666665,0.12916666666666668,0.218,0.09933333333333333,0.09588235294117647,0.11666666666666667,0.06444444444444444,0.1753846153846154,0.34550000000000003,0.1976923076923077,0.33444444444444443,0.04523809523809524,0.09583333333333334
chili,0.05531914893617021,0.10444444444444444,0.10714285714285714,0.14545454545454545,0.1896,0.03327272727272727,0.005,0.0475,0.10666666666666667,0.19695652173913045,0.0248125,0.08363636363636363,0.052500000000000005,0.20272727272727273,0.18205128205128204,0.05416666666666667,0.20199999999999999,0.08266666666666667,0.07352941176470588,0.08777777777777777,0.12666666666666665,0.15846153846153846,0.27549999999999997,0.1323076923076923,0.01,0.11904761904761904,0.051666666666666666
chive,0.06297872340425532,0.17444444444444443,0.08928571428571429,0.016363636363636365,0.0464,0.009454545454545455,0.0,0.2625,0.0,0.0013043478260869566,0.0404375,0.015818181818181818,0.065,0.05090909090909091,0.009358974358974358,0.0,0.0654,0.014,0.08117647058823531,0.24222222222222223,0.08888888888888889,0.07076923076923076,0.007299999999999999,0.08846153846153847,0.6455555555555555,0.1,1.775
